name,start_date,end_date,executive,council,council_website,id,email,image,party,source,ward
Julie Williams,,,,Darebin City Council,http://www.darebin.vic.gov.au,darebin_city_council/julie_williams,Julie-Williams@cr.darebin.org,http://www.darebin.vic.gov.au/-/media/cityofdarebin/Images/Home/YourCouncil/HowCouncilWorks/CouncilandOrganisation/MayorandCouncillors/CrJulieWilliams.ashx,Independent,http://www.darebin.vic.gov.au/Your-Council/How-council-works/Council-and-Elections,Cazaly
Gaetano Greco,,,,Darebin City Council,http://www.darebin.vic.gov.au,darebin_city_council/gaetano_greco,Gaetano-Greco@cr.darebin.org,http://www.darebin.vic.gov.au/-/media/cityofdarebin/Images/Home/YourCouncil/HowCouncilWorks/CouncilandOrganisation/MayorandCouncillors/CrGaetanoGreco.ashx,Independent,http://www.darebin.vic.gov.au/Your-Council/How-council-works/Council-and-Elections,La Trobe
Tim Laurence,,,,Darebin City Council,http://www.darebin.vic.gov.au,darebin_city_council/tim_laurence,Tim-Laurence@cr.darebin.org,http://www.darebin.vic.gov.au/-/media/cityofdarebin/Images/Home/YourCouncil/HowCouncilWorks/CouncilandOrganisation/MayorandCouncillors/CrTimLaurence.ashx,Labor,http://www.darebin.vic.gov.au/Your-Council/How-council-works/Council-and-Elections,La Trobe
Angela Villella,,,,Darebin City Council,http://www.darebin.vic.gov.au,darebin_city_council/angela_villella,Angela-Villella@cr.darebin.org,http://www.darebin.vic.gov.au/-/media/cityofdarebin/Images/Home/YourCouncil/HowCouncilWorks/CouncilandOrganisation/MayorandCouncillors/CrAngelaVillella.ashx,Labor,http://www.darebin.vic.gov.au/Your-Council/How-council-works/Council-and-Elections,La Trobe
Trent McCarthy,,,,Darebin City Council,http://www.darebin.vic.gov.au,darebin_city_council/trent_mccarthy,Trent-McCarthy@cr.darebin.org,http://www.darebin.vic.gov.au/-/media/cityofdarebin/Images/Home/YourCouncil/HowCouncilWorks/CouncilandOrganisation/MayorandCouncillors/CrTrentMcCarthy.ashx,Greens,http://www.darebin.vic.gov.au/Your-Council/How-council-works/Council-and-Elections,Rucker
Steven Tsitas,,,,Darebin City Council,http://www.darebin.vic.gov.au,darebin_city_council/steven_tsitas,steven-tsitas@cr.darebin.org,http://www.darebin.vic.gov.au/-/media/cityofdarebin/Images/Home/YourCouncil/HowCouncilWorks/CouncilandOrganisation/MayorandCouncillors/CrStevenTsitas.ashx,Labor,http://www.darebin.vic.gov.au/Your-Council/How-council-works/Council-and-Elections,Rucker
Oliver Walsh,,,,Darebin City Council,http://www.darebin.vic.gov.au,darebin_city_council/oliver_walsh,Oliver-Walsh@cr.darebin.org,http://www.darebin.vic.gov.au/-/media/cityofdarebin/Images/Home/YourCouncil/HowCouncilWorks/CouncilandOrganisation/MayorandCouncillors/CrOliverWalsh.ashx,Liberal,http://www.darebin.vic.gov.au/Your-Council/How-council-works/Council-and-Elections,Rucker
Ben Buckley,,,,East Gippsland Shire Council,http://www.eastgippsland.vic.gov.au,east_gippsland_shire_council/ben_buckley,,,,,
Dick Ellis,,,,East Gippsland Shire Council,http://www.eastgippsland.vic.gov.au,east_gippsland_shire_council/dick_ellis,,,,,
Michael Freshwater,,,,East Gippsland Shire Council,http://www.eastgippsland.vic.gov.au,east_gippsland_shire_council/michael_freshwater,,,,,
Jeff McNeill,,,,East Gippsland Shire Council,http://www.eastgippsland.vic.gov.au,east_gippsland_shire_council/jeff_mcneill,,,,,
Peter Neal,,,,East Gippsland Shire Council,http://www.eastgippsland.vic.gov.au,east_gippsland_shire_council/peter_neal,,,,,
Marianne Pelz,,,mayor,East Gippsland Shire Council,http://www.eastgippsland.vic.gov.au,east_gippsland_shire_council/marianne_pelz,,,,,
Mark Reeves,,,,East Gippsland Shire Council,http://www.eastgippsland.vic.gov.au,east_gippsland_shire_council/mark_reeves,,,,,
Jane Rowe,,,,East Gippsland Shire Council,http://www.eastgippsland.vic.gov.au,east_gippsland_shire_council/jane_rowe,,,,,
John Wilkin,,,,East Gippsland Shire Council,http://www.eastgippsland.vic.gov.au,east_gippsland_shire_council/john_wilkin,,,,,
Colin Hampton,,,,Frankston City Council,http://www.frankston.vic.gov.au,frankston_city_council/colin_hampton,,,,,North-East Ward
Sandra Mayer,,,,Frankston City Council,http://www.frankston.vic.gov.au,frankston_city_council/sandra_mayer,,,,,North-East Ward
Michael O'Reilly,,,,Frankston City Council,http://www.frankston.vic.gov.au,frankston_city_council/michael_o'reilly,,,,,North-East Ward
Glenn Aitken,,,,Frankston City Council,http://www.frankston.vic.gov.au,frankston_city_council/glenn_aitken,,,,,North-West Ward
James Dooley,,,mayor,Frankston City Council,http://www.frankston.vic.gov.au,frankston_city_council/james_dooley,,,,,North-West Ward
Rebekah Spelman,,,,Frankston City Council,http://www.frankston.vic.gov.au,frankston_city_council/rebekah_spelman,,,,,North-West Ward
Brian Cunial,,,,Frankston City Council,http://www.frankston.vic.gov.au,frankston_city_council/brian_cunial,,,,,South Ward
Suzette Tayler,,,,Frankston City Council,http://www.frankston.vic.gov.au,frankston_city_council/suzette_tayler,,,,,South Ward
Darrel Taylor,,,,Frankston City Council,http://www.frankston.vic.gov.au,frankston_city_council/darrel_taylor,,,,,South Ward
Neil Gannon,,,,Gannawarra Shire Council,http://www.gannawarra.vic.gov.au,gannawarra_shire_council/neil_gannon,,,,,Avoca
Oscar Aertssen,,,,Gannawarra Shire Council,http://www.gannawarra.vic.gov.au,gannawarra_shire_council/oscar_aertssen,,,,,Murray
Mark Arians,,,,Gannawarra Shire Council,http://www.gannawarra.vic.gov.au,gannawarra_shire_council/mark_arians,,,,,Patchell
Keith den Houting,,,,Gannawarra Shire Council,http://www.gannawarra.vic.gov.au,gannawarra_shire_council/keith_den_houting,,,,,Patchell
Brian Gibson,,,,Gannawarra Shire Council,http://www.gannawarra.vic.gov.au,gannawarra_shire_council/brian_gibson,,,,,Patchell
Neville Goulding,,,,Gannawarra Shire Council,http://www.gannawarra.vic.gov.au,gannawarra_shire_council/neville_goulding,,,,,Yarran
Lorraine Learmonth,,,mayor,Gannawarra Shire Council,http://www.gannawarra.vic.gov.au,gannawarra_shire_council/lorraine_learmonth,,,,,Yarran
Mary Delahunty,,,,City of Glen Eira,http://www.gleneira.vic.gov.au,city_of_glen_eira/mary_delahunty,,,,,Camden
Michael Lipshutz,,,,City of Glen Eira,http://www.gleneira.vic.gov.au,city_of_glen_eira/michael_lipshutz,,,,,Camden
Thomas Sounness,,,,City of Glen Eira,http://www.gleneira.vic.gov.au,city_of_glen_eira/thomas_sounness,,,,,Camden
Margaret Esakoff,,,,City of Glen Eira,http://www.gleneira.vic.gov.au,city_of_glen_eira/margaret_esakoff,,,,,Rosstown
Karina Okotel,,,,City of Glen Eira,http://www.gleneira.vic.gov.au,city_of_glen_eira/karina_okotel,,,,,Rosstown
Neil Pilling,,,mayor,City of Glen Eira,http://www.gleneira.vic.gov.au,city_of_glen_eira/neil_pilling,,,,,Rosstown
Jamie Hyams,,,,City of Glen Eira,http://www.gleneira.vic.gov.au,city_of_glen_eira/jamie_hyams,,,,,Tucker
Oscar Lobo,,,,City of Glen Eira,http://www.gleneira.vic.gov.au,city_of_glen_eira/oscar_lobo,,,,,Tucker
Jim Magee,,,,City of Glen Eira,http://www.gleneira.vic.gov.au,city_of_glen_eira/jim_magee,,,,,Tucker
Robert Halliday,,,,Glenelg Shire Council,http://www.glenelg.vic.gov.au,glenelg_shire_council/robert_halliday,,,,,
John Northcott,,,,Glenelg Shire Council,http://www.glenelg.vic.gov.au,glenelg_shire_council/john_northcott,,,,,
Maxwell Oberlander,,,mayor,Glenelg Shire Council,http://www.glenelg.vic.gov.au,glenelg_shire_council/maxwell_oberlander,,,,,
Anita Rank,,,,Glenelg Shire Council,http://www.glenelg.vic.gov.au,glenelg_shire_council/anita_rank,,,,,
Karen Stephens,,,,Glenelg Shire Council,http://www.glenelg.vic.gov.au,glenelg_shire_council/karen_stephens,,,,,
Geoff White,,,,Glenelg Shire Council,http://www.glenelg.vic.gov.au,glenelg_shire_council/geoff_white,,,,,
Gilbert Wilson,,,,Glenelg Shire Council,http://www.glenelg.vic.gov.au,glenelg_shire_council/gilbert_wilson,,,,,
Jenny Blake,,,,Golden Plains Shire Council,http://www.goldenplains.vic.gov.au,golden_plains_shire_council/jenny_blake,,,,,
Andrew Cameron,,,,Golden Plains Shire Council,http://www.goldenplains.vic.gov.au,golden_plains_shire_council/andrew_cameron,,,,,
Nathan Hansford,,,,Golden Plains Shire Council,http://www.goldenplains.vic.gov.au,golden_plains_shire_council/nathan_hansford,,,,,
Helena Kirby,,,,Golden Plains Shire Council,http://www.goldenplains.vic.gov.au,golden_plains_shire_council/helena_kirby,,,,,
Bill McArthur,,,,Golden Plains Shire Council,http://www.goldenplains.vic.gov.au,golden_plains_shire_council/bill_mcarthur,,,,,
Des Phelan,,,mayor,Golden Plains Shire Council,http://www.goldenplains.vic.gov.au,golden_plains_shire_council/des_phelan,,,,,
Greg Vaughan,,,,Golden Plains Shire Council,http://www.goldenplains.vic.gov.au,golden_plains_shire_council/greg_vaughan,,,,,
Rod Campbell,,,,Greater Bendigo City Council,http://www.bendigo.vic.gov.au,greater_bendigo_city_council/rod_campbell,,,,,Eppalock
Helen Leach,,,,Greater Bendigo City Council,http://www.bendigo.vic.gov.au,greater_bendigo_city_council/helen_leach,,,,,Eppalock
Mark Weragoda,,,,Greater Bendigo City Council,http://www.bendigo.vic.gov.au,greater_bendigo_city_council/mark_weragoda,,,,,Eppalock
Elise Chapman,,,,Greater Bendigo City Council,http://www.bendigo.vic.gov.au,greater_bendigo_city_council/elise_chapman,,,,,Lockwood
Rod Fyffe,,,mayor,Greater Bendigo City Council,http://www.bendigo.vic.gov.au,greater_bendigo_city_council/rod_fyffe,,,,,Lockwood
Barry Lyons,,,,Greater Bendigo City Council,http://www.bendigo.vic.gov.au,greater_bendigo_city_council/barry_lyons,,,,,Lockwood
Peter Cox,,,,Greater Bendigo City Council,http://www.bendigo.vic.gov.au,greater_bendigo_city_council/peter_cox,,,,,Whipstick
Lisa Ruffell,,,,Greater Bendigo City Council,http://www.bendigo.vic.gov.au,greater_bendigo_city_council/lisa_ruffell,,,,,Whipstick
James Williams,,,,Greater Bendigo City Council,http://www.bendigo.vic.gov.au,greater_bendigo_city_council/james_williams,,,,,Whipstick
Youhorn Chea,,,,Greater Dandenong City Council,http://www.greaterdandenong.com,greater_dandenong_city_council/youhorn_chea,,,,,Lightwood
Sean O'Reilly,,,,Greater Dandenong City Council,http://www.greaterdandenong.com,greater_dandenong_city_council/sean_o'reilly,,,,,Lightwood
Loi Truong,,,,Greater Dandenong City Council,http://www.greaterdandenong.com,greater_dandenong_city_council/loi_truong,,,,,Lightwood
Roz Blades,,,,Greater Dandenong City Council,http://www.greaterdandenong.com,greater_dandenong_city_council/roz_blades,,,,,Paperbark
Peter Brown,,,,Greater Dandenong City Council,http://www.greaterdandenong.com,greater_dandenong_city_council/peter_brown,,,,,Paperbark
(Meng) Heang Tak,,,mayor,Greater Dandenong City Council,http://www.greaterdandenong.com,greater_dandenong_city_council/(meng)_heang_tak,,,,,Paperbark
Matthew Kirwan,,,,Greater Dandenong City Council,http://www.greaterdandenong.com,greater_dandenong_city_council/matthew_kirwan,,,,,Red Gum
Angela Long,,,,Greater Dandenong City Council,http://www.greaterdandenong.com,greater_dandenong_city_council/angela_long,,,,,Red Gum
Jim Memeti,,,,Greater Dandenong City Council,http://www.greaterdandenong.com,greater_dandenong_city_council/jim_memeti,,,,,Red Gum
John Kelly,,,,Greater Dandenong City Council,http://www.greaterdandenong.com,greater_dandenong_city_council/john_kelly,,,,,Silverleaf
Maria Sampey,,,,Greater Dandenong City Council,http://www.greaterdandenong.com,greater_dandenong_city_council/maria_sampey,,,,,Silverleaf
John Irvine,,,,Greater Geelong City Council,http://www.geelongaustralia.com.au,greater_geelong_city_council/john_irvine,,,,,Austin
Jan Farrell,,,,Greater Geelong City Council,http://www.geelongaustralia.com.au,greater_geelong_city_council/jan_farrell,,,,,Beangala
Michelle Heagney,,,,Greater Geelong City Council,http://www.geelongaustralia.com.au,greater_geelong_city_council/michelle_heagney,,,,,Brownbill
Andy Richards,,,,Greater Geelong City Council,http://www.geelongaustralia.com.au,greater_geelong_city_council/andy_richards,,,,,Buckley
Rod MacDonald,,,,Greater Geelong City Council,http://www.geelongaustralia.com.au,greater_geelong_city_council/rod_macdonald,,,,,Cheetham
Kylie Fisher,,,,Greater Geelong City Council,http://www.geelongaustralia.com.au,greater_geelong_city_council/kylie_fisher,,,,,Corio
Lindsay Ellis,,,,Greater Geelong City Council,http://www.geelongaustralia.com.au,greater_geelong_city_council/lindsay_ellis,,,,,Coryule
Eddy Kontelj,,,,Greater Geelong City Council,http://www.geelongaustralia.com.au,greater_geelong_city_council/eddy_kontelj,,,,,Cowie
Ron Nelson,,,,Greater Geelong City Council,http://www.geelongaustralia.com.au,greater_geelong_city_council/ron_nelson,,,,,Deakin
Bruce Harwood,,,,Greater Geelong City Council,http://www.geelongaustralia.com.au,greater_geelong_city_council/bruce_harwood,,,,,Kardinia
Stretch Kontelj,,,,Greater Geelong City Council,http://www.geelongaustralia.com.au,greater_geelong_city_council/stretch_kontelj,,,,,Kildare
Tony Ansett,,,,Greater Geelong City Council,http://www.geelongaustralia.com.au,greater_geelong_city_council/tony_ansett,,,,,Windermere
Jenny Houlihan,,,,Greater Shepparton City Council,http://www.shepparton.vic.gov.au,greater_shepparton_city_council/jenny_houlihan,,,,,
Dinny Adem,,,mayor,Greater Shepparton City Council,http://www.shepparton.vic.gov.au,greater_shepparton_city_council/dinny_adem,,,,,
Leslie Oroszvary,,,,Greater Shepparton City Council,http://www.shepparton.vic.gov.au,greater_shepparton_city_council/leslie_oroszvary,,,,,
Dennis Patterson,,,,Greater Shepparton City Council,http://www.shepparton.vic.gov.au,greater_shepparton_city_council/dennis_patterson,,,,,
Chris Hazelman,,,,Greater Shepparton City Council,http://www.shepparton.vic.gov.au,greater_shepparton_city_council/chris_hazelman,,,,,
Kevin Ryan,,,,Greater Shepparton City Council,http://www.shepparton.vic.gov.au,greater_shepparton_city_council/kevin_ryan,,,,,
Fern Summer,,,,Greater Shepparton City Council,http://www.shepparton.vic.gov.au,greater_shepparton_city_council/fern_summer,,,,,
Pierre Niclas,,,,Hepburn Shire Council,http://www.hepburn.vic.gov.au,hepburn_shire_council/pierre_niclas,,,,,Birch
Kate Redwood,,,,Hepburn Shire Council,http://www.hepburn.vic.gov.au,hepburn_shire_council/kate_redwood,,,,,Birch
Greg May,,,,Hepburn Shire Council,http://www.hepburn.vic.gov.au,hepburn_shire_council/greg_may,,,,,Creswick
Neil Newitt,,,mayor,Hepburn Shire Council,http://www.hepburn.vic.gov.au,hepburn_shire_council/neil_newitt,,,,,Cameron
Sebastian Klein,,,,Hepburn Shire Council,http://www.hepburn.vic.gov.au,hepburn_shire_council/sebastian_klein,,,,,Coliban
Don Henderson,,,,Hepburn Shire Council,http://www.hepburn.vic.gov.au,hepburn_shire_council/don_henderson,,,,,Creswick
Bill McClenaghan,,,,Hepburn Shire Council,http://www.hepburn.vic.gov.au,hepburn_shire_council/bill_mcclenaghan,,,,,Holcombe
Debra Nelson,,,mayor,Hindmarsh Shire Council,http://www.hindmarsh.vic.gov.au,hindmarsh_shire_council/debra_nelson,,,,,East
Tony Schneider,,,,Hindmarsh Shire Council,http://www.hindmarsh.vic.gov.au,hindmarsh_shire_council/tony_schneider,,,,,East
Ron Ismay,,,,Hindmarsh Shire Council,http://www.hindmarsh.vic.gov.au,hindmarsh_shire_council/ron_ismay,,,,,North
Ronald Lowe,,,,Hindmarsh Shire Council,http://www.hindmarsh.vic.gov.au,hindmarsh_shire_council/ronald_lowe,,,,,North
Rob Gersch,,,,Hindmarsh Shire Council,http://www.hindmarsh.vic.gov.au,hindmarsh_shire_council/rob_gersch,,,,,West
Wendy Robins,,,,Hindmarsh Shire Council,http://www.hindmarsh.vic.gov.au,hindmarsh_shire_council/wendy_robins,,,,,West
Jason Price,,,,Hobsons Bay City Council,http://www.hobsonsbay.vic.gov.au,hobsons_bay_city_council/jason_price,,,,,Cherry Lake
Sandra Wilson,,,,Hobsons Bay City Council,http://www.hobsonsbay.vic.gov.au,hobsons_bay_city_council/sandra_wilson,,,,,Cherry Lake
Angela Altair,,,,Hobsons Bay City Council,http://www.hobsonsbay.vic.gov.au,hobsons_bay_city_council/angela_altair,,,,,Strand
Peter Hemphill,,,mayor,Hobsons Bay City Council,http://www.hobsonsbay.vic.gov.au,hobsons_bay_city_council/peter_hemphill,,,,,Strand
Paul Morgon,,,,Hobsons Bay City Council,http://www.hobsonsbay.vic.gov.au,hobsons_bay_city_council/paul_morgon,,,,,Strand
Colleen Gates,,,,Hobsons Bay City Council,http://www.hobsonsbay.vic.gov.au,hobsons_bay_city_council/colleen_gates,,,,,Wetlands
Carl Marsich,,,,Hobsons Bay City Council,http://www.hobsonsbay.vic.gov.au,hobsons_bay_city_council/carl_marsich,,,,,Wetlands
Robin Barber,,,,Horsham Rural City Council,http://www.hrcc.vic.gov.au,horsham_rural_city_council/robin_barber,,,,,
Pamela Clarke,,,,Horsham Rural City Council,http://www.hrcc.vic.gov.au,horsham_rural_city_council/pamela_clarke,,,,,
Susan Exell,,,,Horsham Rural City Council,http://www.hrcc.vic.gov.au,horsham_rural_city_council/susan_exell,,,,,
David Grimble,,,,Horsham Rural City Council,http://www.hrcc.vic.gov.au,horsham_rural_city_council/david_grimble,,,,,
Tony Phelan,,,,Horsham Rural City Council,http://www.hrcc.vic.gov.au,horsham_rural_city_council/tony_phelan,,,,,
Heather Phillips,,,mayor,Horsham Rural City Council,http://www.hrcc.vic.gov.au,horsham_rural_city_council/heather_phillips,,,,,
Mark Radford,,,,Horsham Rural City Council,http://www.hrcc.vic.gov.au,horsham_rural_city_council/mark_radford,,,,,
Chandra Bamunusinghe,,,,Hume City Council,http://www.hume.vic.gov.au,hume_city_council/chandra_bamunusinghe,,,,,Aitken
Alan Bolton,,,,Hume City Council,http://www.hume.vic.gov.au,hume_city_council/alan_bolton,,,,,Aitken
Drew Jessop,,,,Hume City Council,http://www.hume.vic.gov.au,hume_city_council/drew_jessop,,,,,Aitken
Casey Nunn,,,,Hume City Council,http://www.hume.vic.gov.au,hume_city_council/casey_nunn,,,,,Aitken
Steve Medcraft,,,,Hume City Council,http://www.hume.vic.gov.au,hume_city_council/steve_medcraft,,,,,Jacksons Creek
Jack Ogilvie,,,,Hume City Council,http://www.hume.vic.gov.au,hume_city_council/jack_ogilvie,,,,,Jacksons Creek
Ann Potter,,,,Hume City Council,http://www.hume.vic.gov.au,hume_city_council/ann_potter,,,,,Jacksons Creek
Adem Atmaca,,,,Hume City Council,http://www.hume.vic.gov.au,hume_city_council/adem_atmaca,,,,,Meadow Valley
Vic Dougall,,,,Hume City Council,http://www.hume.vic.gov.au,hume_city_council/vic_dougall,,,,,Meadow Valley
Helen Patsikatheodorou,,,mayor,Hume City Council,http://www.hume.vic.gov.au,hume_city_council/helen_patsikatheodorou,,,,,Meadow Valley
Geoff Porter,,,,Hume City Council,http://www.hume.vic.gov.au,hume_city_council/geoff_porter,,,,,Meadow Valley
Don Chambers,,,,Indigo Shire Council,http://www.indigoshire.vic.gov.au,indigo_shire_council/don_chambers,,,,,
Peter Croucher,,,,Indigo Shire Council,http://www.indigoshire.vic.gov.au,indigo_shire_council/peter_croucher,,,,,
Bernard Gaffney,,,,Indigo Shire Council,http://www.indigoshire.vic.gov.au,indigo_shire_council/bernard_gaffney,,,,,
Roberta Horne,,,,Indigo Shire Council,http://www.indigoshire.vic.gov.au,indigo_shire_council/roberta_horne,,,,,
Barbara Murdoch,,,,Indigo Shire Council,http://www.indigoshire.vic.gov.au,indigo_shire_council/barbara_murdoch,,,,,
Jenny O'Connor,,,,Indigo Shire Council,http://www.indigoshire.vic.gov.au,indigo_shire_council/jenny_o'connor,,,,,
James Trenery,,,mayor,Indigo Shire Council,http://www.indigoshire.vic.gov.au,indigo_shire_council/james_trenery,,,,,
Ron Brownlees,,,,Kingston City Council,http://www.kingston.vic.gov.au,kingston_city_council/ron_brownlees,ron.brownlees@kingston.vic.gov.au,http://www.kingston.vic.gov.au/files/fd368dbc-1a43-41ce-8c4f-a1b601227fc9/WEB-CR-Ron_Brownlees.jpg,,http://www.kingston.vic.gov.au/About/Councillors/Cr-Ron-Brownlees,Central
Geoff Gledhill,,,,Kingston City Council,http://www.kingston.vic.gov.au,kingston_city_council/geoff_gledhill,geoff.gledhill@kingston.vic.gov.au,http://www.kingston.vic.gov.au/files/0af621ac-16b9-4ed2-80ae-a1b601227f61/WEB-CR-Geoff_Gledhill.jpg,,http://www.kingston.vic.gov.au/About-Us/Councillors/Cr-Geoff-Gledhill,Central
Rosemary West,,,,Kingston City Council,http://www.kingston.vic.gov.au,kingston_city_council/rosemary_west,rosemary.west@kingston.vic.gov.au,http://www.kingston.vic.gov.au/files/c4190ba8-96c1-497d-bc65-a1b601227ffc/WEB-CR-Rosemary_West.jpg,,http://www.kingston.vic.gov.au/About/Councillors/Cr-Rosemary-West,Central
Tamara Barth,,,,Kingston City Council,http://www.kingston.vic.gov.au,kingston_city_council/tamara_barth,tamara.barth@kingston.vic.gov.au,http://www.kingston.vic.gov.au/files/2ba675f3-d64d-4ff8-8b87-a1b601228055/WEB-CR-Tamara_Barth.jpg,,http://www.kingston.vic.gov.au/About/Councillors/Cr-Tamara-Barth,North
Paul Peulich,,2016-10-22,,Kingston City Council,http://www.kingston.vic.gov.au,kingston_city_council/paul_peulich,paul.peulich@kingston.vic.gov.au,http://www.kingston.vic.gov.au/files/3936b98f-89ef-4b2b-88c9-a1b601227fa3/WEB-CR-Paul_Peulich.jpg,,http://www.kingston.vic.gov.au/About/Councillors/Cr-Paul-Peulich,North
George Hua,2016-10-23,,,Kingston City Council,http://www.kingston.vic.gov.au,kingston_city_council/george_hua,george.hua@kingston.vic.gov.au,http://www.kingston.vic.gov.au/files/assets/public/communications/councillors/2016/cr-george-hua.jpg,,http://www.kingston.vic.gov.au/About-Us/Councillors,North
Steve Staikos,,,,Kingston City Council,http://www.kingston.vic.gov.au,kingston_city_council/steve_staikos,steve.staikos@kingston.vic.gov.au,http://www.kingston.vic.gov.au/files/6c578a2f-5549-465f-9d98-a1b60122802b/WEB-CR-Steve_Staikos.jpg,,http://www.kingston.vic.gov.au/About/Councillors/Cr-Steve-Staikos,North
Tamsin Bearsley,,,mayor,Kingston City Council,http://www.kingston.vic.gov.au,kingston_city_council/tamsin_bearsley,tamsin.bearsley@kingston.vic.gov.au,http://www.kingston.vic.gov.au/files/3d4a3e90-cf46-4280-ae4c-a1b60122809c/WEB-CR-Tamsin_Bearsley.jpg,,http://www.kingston.vic.gov.au/About-Us/Councillors/Mayor-Cr-Tamsin-Bearsley,South
David Eden,,,,Kingston City Council,http://www.kingston.vic.gov.au,kingston_city_council/david_eden,david.eden@kingston.vic.gov.au,http://www.kingston.vic.gov.au/files/667a7628-27f4-4d64-a894-a1b601227f45/WEB-CR-David_Eden.jpg,,http://www.kingston.vic.gov.au/About/Councillors/Cr-David-Eden,South
John Ronke,,2016-10-22,,Kingston City Council,http://www.kingston.vic.gov.au,kingston_city_council/john_ronke,john.ronke@kingston.vic.gov.au,http://www.kingston.vic.gov.au/files/15800d30-28c5-4970-aea9-a1b601227f82/WEB-CR-John_Ronke.jpg,,http://www.kingston.vic.gov.au/About/Councillors/Cr-John-Ronke,South
Georgina Oxley,2016-10-23,,,Kingston City Council,http://www.kingston.vic.gov.au,kingston_city_council/georgina_oxley,georgina.oxley@kingston.vic.gov.au,http://www.kingston.vic.gov.au/files/assets/public/communications/councillors/2016/cr-georgina-oxley.jpg,,http://www.kingston.vic.gov.au/About-Us/Councillors,South
Peter Lockwood,,,,Knox City Council,http://www.knox.vic.gov.au,knox_city_council/peter_lockwood,peter.lockwood@knox.vic.gov.au,http://www.knox.vic.gov.au/Page/Images/cr_peter_lockwood_2014.jpg,,http://www.knox.vic.gov.au/Page/Page.aspx?Page_Id=107,Baird
John Mortimore,,,,Knox City Council,http://www.knox.vic.gov.au,knox_city_council/john_mortimore,john.mortimore@knox.vic.gov.au,http://www.knox.vic.gov.au/Page/Images/cr_john_mortimore_2012.jpg,,http://www.knox.vic.gov.au/Page/Page.aspx?Page_Id=108,Chandler
Joe Cossari,,2016-10-22,,Knox City Council,http://www.knox.vic.gov.au,knox_city_council/joe_cossari,joe.cossari@knox.vic.gov.au,http://www.knox.vic.gov.au/Page/Images/cr_joe_cossari_2012.jpg,,http://www.knox.vic.gov.au/Page/Page.aspx?Page_Id=109,Collier
Jackson Taylor,2016-10-23,,,Knox City Council,http://www.knox.vic.gov.au,knox_city_council/jackson_taylor,jackson.taylor@knox.vic.gov.au,https://www.knox.vic.gov.au/Page/Images/2016_Cr_Jackson_Taylor.jpg,Independent,https://www.knox.vic.gov.au/Page/Page.aspx?Page_Id=109,Collier
Adam Gill,,,,Knox City Council,http://www.knox.vic.gov.au,knox_city_council/adam_gill,adam.gill@knox.vic.gov.au,http://www.knox.vic.gov.au/Page/Images/cr_adam_gill_2012.jpg,,http://www.knox.vic.gov.au/Page/Page.aspx?Page_Id=110,Dinsdale
Karin Orpen,,2016-10-22,,Knox City Council,http://www.knox.vic.gov.au,knox_city_council/karin_orpen,karin.orpen@knox.vic.gov.au,http://www.knox.vic.gov.au/Page/Images/cr_karin_orpen_2013.jpg,Independent,http://www.knox.vic.gov.au/Page/Page.aspx?Page_Id=111,Dobson
Jake Keorg,2016-10-23,,,Knox City Council,http://www.knox.vic.gov.au,knox_city_council/jake_keorg,Jake.Keorg@knox.vic.gov.au,https://www.knox.vic.gov.au/Page/Images/2016_Cr_Jake_Keogh.jpg,,http://www.knox.vic.gov.au/Page/Page.aspx?Page_Id=111,Dobson
Tony Holland,,,mayor,Knox City Council,http://www.knox.vic.gov.au,knox_city_council/tony_holland,tony.holland@knox.vic.gov.au,http://www.knox.vic.gov.au/Page/Images/cr_tony_holland_2012.jpg,,http://www.knox.vic.gov.au/Page/Page.aspx?Page_Id=112,Friberg
Lisa Cooper,,,,Knox City Council,http://www.knox.vic.gov.au,knox_city_council/lisa_cooper,Lisa.Cooper@knox.vic.gov.au,http://www.knox.vic.gov.au/Page/Images/cr_lisa_cooper_2014.jpg,,http://www.knox.vic.gov.au/Page/Page.aspx?Page_Id=106,Scott
Darren Pearce,,,,Knox City Council,http://www.knox.vic.gov.au,knox_city_council/darren_pearce,darren.pearce@knox.vic.gov.au,http://www.knox.vic.gov.au/Page/Images/cr_darren_pearce_2014.jpg,,http://www.knox.vic.gov.au/Page/Page.aspx?Page_Id=113,Taylor
Nicole Seymour,,,,Knox City Council,http://www.knox.vic.gov.au,knox_city_council/nicole_seymour,nicole.seymour@knox.vic.gov.au,http://www.knox.vic.gov.au/Page/Images/cr_nicole_seymour_2013.jpg,,http://www.knox.vic.gov.au/Page/Page.aspx?Page_Id=114,Tirhatuan
Graeme Middlemiss,,,,Latrobe City Council,http://www.latrobe.vic.gov.au,latrobe_city_council/graeme_middlemiss,,,,,Central
Christine Sindt,,,,Latrobe City Council,http://www.latrobe.vic.gov.au,latrobe_city_council/christine_sindt,,,,,Central
Dale Harriman,,,,Latrobe City Council,http://www.latrobe.vic.gov.au,latrobe_city_council/dale_harriman,,,,,East
Sandy Kam,,,,Latrobe City Council,http://www.latrobe.vic.gov.au,latrobe_city_council/sandy_kam,,,,,East
Kellie O'Callaghan,,,,Latrobe City Council,http://www.latrobe.vic.gov.au,latrobe_city_council/kellie_o'callaghan,,,,,East
Michael Rossiter,,,mayor,Latrobe City Council,http://www.latrobe.vic.gov.au,latrobe_city_council/michael_rossiter,,,,,East
