name,start_date,end_date,executive,council,council_website,id,email,image,party,source,ward
Brett Maff,,,,Charters Towers Regional Council,http://www.charterstowers.qld.gov.au,charters_towers_regional_council/brett_maff,Brett.maff@charterstowers.qld.gov.au,http://www.charterstowers.qld.gov.au/documents/41682213/41770546/Cr%20Brett%20Maff,,http://www.charterstowers.qld.gov.au/councillors,
Mike Power,,,,Charters Towers Regional Council,http://www.charterstowers.qld.gov.au,charters_towers_regional_council/mike_power,Mike.power@charterstowers.qld.gov.au,http://www.charterstowers.qld.gov.au/documents/41682213/41770546/Cr%20Mike%20Power,,http://www.charterstowers.qld.gov.au/councillors,
Sonia Bennetto,,,,Charters Towers Regional Council,http://www.charterstowers.qld.gov.au,charters_towers_regional_council/sonia_bennetto,Sonia.bennetto@charterstowers.qld.gov.au,http://www.charterstowers.qld.gov.au/documents/41682213/41770546/Cr%20Sonia%20Bennetto,,http://www.charterstowers.qld.gov.au/councillors,
Mervyn (Roma) Bailey,,,,Charters Towers Regional Council,http://www.charterstowers.qld.gov.au,charters_towers_regional_council/mervyn_(roma)_bailey,roma.bailey@charterstowers.qld.gov.au,http://www.charterstowers.qld.gov.au/documents/41682213/41770546/Cr%20Roma%20Bailey,,http://www.charterstowers.qld.gov.au/councillors,
Kenny Bone,,,mayor,Cherbourg Aboriginal Shire Council,http://www.cherbourg.qld.gov.au,cherbourg_aboriginal_shire_council/kenny_bone,,,,,
Alana Purcell,,,,Cherbourg Aboriginal Shire Council,http://www.cherbourg.qld.gov.au,cherbourg_aboriginal_shire_council/alana_purcell,,,,,
James Saltner,,,,Cherbourg Aboriginal Shire Council,http://www.cherbourg.qld.gov.au,cherbourg_aboriginal_shire_council/james_saltner,,,,,
Elvie Sandow,,,,Cherbourg Aboriginal Shire Council,http://www.cherbourg.qld.gov.au,cherbourg_aboriginal_shire_council/elvie_sandow,,,,,
Tom Langton,,,,Cherbourg Aboriginal Shire Council,http://www.cherbourg.qld.gov.au,cherbourg_aboriginal_shire_council/tom_langton,,,,,
Gregory Campbell,,,mayor,Cloncurry Shire Council,http://www.cloncurry.qld.gov.au,cloncurry_shire_council/gregory_campbell,,,,,
Damien McGee,,,,Cloncurry Shire Council,http://www.cloncurry.qld.gov.au,cloncurry_shire_council/damien_mcgee,,,,,
Brad Rix,,,,Cloncurry Shire Council,http://www.cloncurry.qld.gov.au,cloncurry_shire_council/brad_rix,,,,,
Dane Swalling,,,,Cloncurry Shire Council,http://www.cloncurry.qld.gov.au,cloncurry_shire_council/dane_swalling,,,,,
Peter Scott,,,mayor,Cook Shire Council,http://www.cook.qld.gov.au/,cook_shire_council/peter_scott,,,,,
John Dessmann,,,,Cook Shire Council,http://www.cook.qld.gov.au/,cook_shire_council/john_dessmann,,,,,
John Giese,,,,Cook Shire Council,http://www.cook.qld.gov.au/,cook_shire_council/john_giese,,,,,
Larissa Hale,,,,Cook Shire Council,http://www.cook.qld.gov.au/,cook_shire_council/larissa_hale,,,,,
Robyn Holmes,,,,Cook Shire Council,http://www.cook.qld.gov.au/,cook_shire_council/robyn_holmes,,,,,
Alan Wilson,,,,Cook Shire Council,http://www.cook.qld.gov.au/,cook_shire_council/alan_wilson,,,,,
Kaz Price,,,,Cook Shire Council,http://www.cook.qld.gov.au/,cook_shire_council/kaz_price,,,,,
Trevor Pickering,,,mayor,Croydon Shire Council,http://www.croydon.qld.gov.au,croydon_shire_council/trevor_pickering,,,,,
Kim Gaynor,,,,Croydon Shire Council,http://www.croydon.qld.gov.au,croydon_shire_council/kim_gaynor,,,,,
Wayne Bing Chew,,,,Croydon Shire Council,http://www.croydon.qld.gov.au,croydon_shire_council/wayne_bing_chew,,,,,
Jim Gilmartin,,,,Croydon Shire Council,http://www.croydon.qld.gov.au,croydon_shire_council/jim_gilmartin,,,,,
Jeffrey Norman,,,,Croydon Shire Council,http://www.croydon.qld.gov.au,croydon_shire_council/jeffrey_norman,,,,,
Geoff Morton,,,mayor,Diamantina Shire Council,http://www.diamantina.qld.gov.au,diamantina_shire_council/geoff_morton,,,,,
Doug Cooms,,,,Diamantina Shire Council,http://www.diamantina.qld.gov.au,diamantina_shire_council/doug_cooms,,,,,
Bev Maunsell,,,,Diamantina Shire Council,http://www.diamantina.qld.gov.au,diamantina_shire_council/bev_maunsell,,,,,
Don Rayment,,,,Diamantina Shire Council,http://www.diamantina.qld.gov.au,diamantina_shire_council/don_rayment,,,,,
Stephen Cramer,,,,Diamantina Shire Council,http://www.diamantina.qld.gov.au,diamantina_shire_council/stephen_cramer,,,,,
Edric Walden,,,mayor,Doomadgee Aboriginal Shire Council,http://www.doomadgee.qld.gov.au,doomadgee_aboriginal_shire_council/edric_walden,,,,,
Tony Chong,,,,Doomadgee Aboriginal Shire Council,http://www.doomadgee.qld.gov.au,doomadgee_aboriginal_shire_council/tony_chong,,,,,
Dean Jupiter,,,,Doomadgee Aboriginal Shire Council,http://www.doomadgee.qld.gov.au,doomadgee_aboriginal_shire_council/dean_jupiter,,,,,
Scharrayne Foster,,,,Doomadgee Aboriginal Shire Council,http://www.doomadgee.qld.gov.au,doomadgee_aboriginal_shire_council/scharrayne_foster,,,,,
Jason Ned,,,,Doomadgee Aboriginal Shire Council,http://www.doomadgee.qld.gov.au,doomadgee_aboriginal_shire_council/jason_ned,,,,,
Michael Kerr,,,,Douglas Shire Council,http://www.douglas.qld.gov.au,douglas_shire_council/michael_kerr,,,,,
Roy Zammataro,,,,Douglas Shire Council,http://www.douglas.qld.gov.au,douglas_shire_council/roy_zammataro,,,,,
Julia Leu,,,mayor,Douglas Shire Council,http://www.douglas.qld.gov.au,douglas_shire_council/julia_leu,,,,,
David Carey,,,,Douglas Shire Council,http://www.douglas.qld.gov.au,douglas_shire_council/david_carey,,,,,
Abigail Noli,,,,Douglas Shire Council,http://www.douglas.qld.gov.au,douglas_shire_council/abigail_noli,,,,,
Warren Devlin,,,mayor,Etheridge Shire Council,http://www.etheridge.qld.gov.au,etheridge_shire_council/warren_devlin,,,,,
Troy Barnes,,,,Etheridge Shire Council,http://www.etheridge.qld.gov.au,etheridge_shire_council/troy_barnes,,,,,
Tony Gallagher,,,,Etheridge Shire Council,http://www.etheridge.qld.gov.au,etheridge_shire_council/tony_gallagher,,,,,
Warren Bethel,,,,Etheridge Shire Council,http://www.etheridge.qld.gov.au,etheridge_shire_council/warren_bethel,,,,,
Will Attwood,,,,Etheridge Shire Council,http://www.etheridge.qld.gov.au,etheridge_shire_council/will_attwood,,,,,
Jane McNamara,,,mayor,Flinders Shire Council,http://www.flinders.qld.gov.au,flinders_shire_council/jane_mcnamara,,,,,
Kelly Carter,,,,Flinders Shire Council,http://www.flinders.qld.gov.au,flinders_shire_council/kelly_carter,,,,,
Graham Sealy,,,,Flinders Shire Council,http://www.flinders.qld.gov.au,flinders_shire_council/graham_sealy,,,,,
Kate Downie,,,,Flinders Shire Council,http://www.flinders.qld.gov.au,flinders_shire_council/kate_downie,,,,,
Authur (Bill) Bode,,,,Flinders Shire Council,http://www.flinders.qld.gov.au,flinders_shire_council/authur_(bill)_bode,,,,,
Sean O'Neill,,,,Flinders Shire Council,http://www.flinders.qld.gov.au,flinders_shire_council/sean_o'neill,,,,,
Chris Loft,,,mayor,Fraser Coast Regional Council,http://www.frasercoast.qld.gov.au,fraser_coast_regional_council/chris_loft,chris.loft@frasercoast.qld.gov.au,http://www.frasercoast.qld.gov.au/documents/4362881/41221396/Chris%20Loft%20-%20thumbnail?t=1461195729792%20Browse%20Server,,,
Anne Maddern,,,,Fraser Coast Regional Council,http://www.frasercoast.qld.gov.au,fraser_coast_regional_council/anne_maddern,anne.maddern@frasercoast.qld.gov.au,http://www.frasercoast.qld.gov.au/documents/4362881/9d7517fa-f699-41ad-9789-cb13097adcb9,,,Division 2
Paul Truscott,,,,Fraser Coast Regional Council,http://www.frasercoast.qld.gov.au,fraser_coast_regional_council/paul_truscott,paul.truscott@frasercoast.qld.gov.au,http://www.frasercoast.qld.gov.au/documents/4362881/d00c6df1-6e32-4bba-96c3-b500f2d73b84,,,Division 3
David Lewis,,,,Fraser Coast Regional Council,http://www.frasercoast.qld.gov.au,fraser_coast_regional_council/david_lewis,david.lewis@frasercoast.qld.gov.au,http://www.frasercoast.qld.gov.au/documents/4362881/41221396/David%20Lewis%20-%20thumbnail.jpg?t=1461199807891,,,Division 6
Denis Chapman,,,,Fraser Coast Regional Council,http://www.frasercoast.qld.gov.au,fraser_coast_regional_council/denis_chapman,denis.chapman@frasercoast.qld.gov.au,http://www.frasercoast.qld.gov.au/documents/4362881/e2ef42c5-fa1b-4644-8c7e-62d0f424f630,,,Division 8
Daniel Sanderson,,,,Fraser Coast Regional Council,http://www.frasercoast.qld.gov.au,fraser_coast_regional_council/daniel_sanderson,daniel.sanderson@frasercoast.qld.gov.au,http://www.frasercoast.qld.gov.au/documents/4362881/e2912d22-096a-40dc-a9c5-d309d9acb0fa,,,Division 4
Darren Everard,,,,Fraser Coast Regional Council,http://www.frasercoast.qld.gov.au,fraser_coast_regional_council/darren_everard,darren.everard@frasercoast.qld.gov.au,http://www.frasercoast.qld.gov.au/documents/4362881/1e764d4d-04a9-41bd-9fb6-922b4c3ce50d,,,Division 7
George Seymour,,,,Fraser Coast Regional Council,http://www.frasercoast.qld.gov.au,fraser_coast_regional_council/george_seymour,george.seymour@frasercoast.qld.gov.au,http://www.frasercoast.qld.gov.au/documents/4362881/41221396/George%20Seymour%20-%20thumbnail?t=1461199323529,,,Division 10
James Hansen,,,,Fraser Coast Regional Council,http://www.frasercoast.qld.gov.au,fraser_coast_regional_council/james_hansen,james.hansen@frasercoast.qld.gov.au,http://www.frasercoast.qld.gov.au/documents/4362881/234178b5-1661-4a56-af23-1227f9263756,,,Division 1
Rolf Light,,,,Fraser Coast Regional Council,http://www.frasercoast.qld.gov.au,fraser_coast_regional_council/rolf_light,rolf.light@frasercoast.qld.gov.au,http://www.frasercoast.qld.gov.au/documents/4362881/41221396/Rolf%20Light%20-%20thumbnail?t=1461198217825,,,Division 5
Stuart Taylor,,,,Fraser Coast Regional Council,http://www.frasercoast.qld.gov.au,fraser_coast_regional_council/stuart_taylor,stuart.taylor@frasercoast.qld.gov.au,http://www.frasercoast.qld.gov.au/documents/4362881/fcd1eb79-5e9e-4dfb-90b6-e2b04ce11d3e,,,Division 9
Matt Burnett,,,mayor,Gladstone Regional Council,http://www.gladstonerc.qld.gov.au,gladstone_regional_council/matt_burnett,,,,,
Cindi Bush,,,,Gladstone Regional Council,http://www.gladstonerc.qld.gov.au,gladstone_regional_council/cindi_bush,,,,,
Glen Churchill,,,,Gladstone Regional Council,http://www.gladstonerc.qld.gov.au,gladstone_regional_council/glen_churchill,,,,,
Kahn Goodluck,,,,Gladstone Regional Council,http://www.gladstonerc.qld.gov.au,gladstone_regional_council/kahn_goodluck,,,,,
Peter Masters,,,,Gladstone Regional Council,http://www.gladstonerc.qld.gov.au,gladstone_regional_council/peter_masters,,,,,
Desley O'Grady,,,,Gladstone Regional Council,http://www.gladstonerc.qld.gov.au,gladstone_regional_council/desley_o'grady,,,,,
Chris (CT) Trevor,,,,Gladstone Regional Council,http://www.gladstonerc.qld.gov.au,gladstone_regional_council/chris_(ct)_trevor,,,,,
Rick Hansen,,,,Gladstone Regional Council,http://www.gladstonerc.qld.gov.au,gladstone_regional_council/rick_hansen,,,,,
PJ Sobhanian,,,,Gladstone Regional Council,http://www.gladstonerc.qld.gov.au,gladstone_regional_council/pj_sobhanian,,,,,
Donna Gates,,,,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/donna_gates,division1@goldcoast.qld.gov.au,http://www.goldcoast.qld.gov.au/_images/Cr-Gates-hs.jpg,,http://www.goldcoast.qld.gov.au/council/councillors-divisions-209.html,Division 1
Paul Taylor,,,,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/paul_taylor,division10@goldcoast.qld.gov.au,http://www.goldcoast.qld.gov.au/_images/Cr-Paul-Taylor-hs.jpg,,http://www.goldcoast.qld.gov.au/council/councillors-divisions-209.html,Division 10
Herman Vorster,,,,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/herman_vorster,division11@goldcoast.qld.gov.au,,,,Division 11
Pauline Young,,,,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/pauline_young,division12@goldcoast.qld.gov.au,,,http://www.goldcoast.qld.gov.au/council/councillors-divisions-209.html,Division 12
Daphne McDonald,,,,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/daphne_mcdonald,division13@goldcoast.qld.gov.au,http://www.goldcoast.qld.gov.au/_images/Cr-Daphne-McDonald-hs.jpg,,http://www.goldcoast.qld.gov.au/council/councillors-divisions-209.html,Division 13
Gail O'Neill,,,,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/gail_o'neill,division14@goldcoast.qld.gov.au,,,http://www.goldcoast.qld.gov.au/council/councillors-divisions-209.html,Division 14
William Owen-Jones,,,,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/william_owen-jones,division2@goldcoast.qld.gov.au,http://www.goldcoast.qld.gov.au/_images/Cr-William-Owen-Jones-hs.jpg,,http://www.goldcoast.qld.gov.au/council/councillors-divisions-209.html,Division 2
Cameron Caldwell,,,,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/cameron_caldwell,division3@goldcoast.qld.gov.au,http://www.goldcoast.qld.gov.au/_images/Cr-Cameron-Caldwell-hs.jpg,,http://www.goldcoast.qld.gov.au/council/councillors-divisions-209.html,Division 3
Kristyn Boulton,,,,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/kristyn_boulton,division4@goldcoast.qld.gov.au,,,http://www.goldcoast.qld.gov.au/council/councillors-divisions-209.html,Division 4
Peter Young,,,,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/peter_young,division5@goldcoast.qld.gov.au,,,http://www.goldcoast.qld.gov.au/council/councillors-divisions-209.html,Division 5
Gary Baildon,,,,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/gary_baildon,division7@goldcoast.qld.gov.au,,,,Division 7
Bob La Castra,,,,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/bob_la_castra,division8@goldcoast.qld.gov.au,http://www.goldcoast.qld.gov.au/_images/Cr-Bob-La-Castra-hs.jpg,,http://www.goldcoast.qld.gov.au/council/councillors-divisions-209.html,Division 8
Glenn Tozer,,,,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/glenn_tozer,division9@goldcoast.qld.gov.au,http://www.goldcoast.qld.gov.au/_images/Cr-Glen-Tozer-hs.jpg,,http://www.goldcoast.qld.gov.au/council/councillors-divisions-209.html,Division 9
Dawn Crichlow,,,,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/dawn_crichlow,gbrown@goldcoast.qld.gov.au,http://www.goldcoast.qld.gov.au/_images/Cr-Dawn-Crichlow-hs.jpg,,http://www.goldcoast.qld.gov.au/council/councillors-divisions-209.html,Division 6
Tom Tate,,,mayor,Gold Coast City Council,http://www.goldcoast.qld.gov.au,gold_coast_city_council/tom_tate,mayor@goldcoast.qld.gov.au,http://www.goldcoast.qld.gov.au/_images/Mayor-Tom-Tate-hs.jpg,,http://www.goldcoast.qld.gov.au/council/councillors-divisions-209.html,
Graeme Scheu,,,mayor,Goondiwindi Regional Council,http://www.goondiwindirc.qld.gov.au,goondiwindi_regional_council/graeme_scheu,,,,,
Lachlan Brennan,,,,Goondiwindi Regional Council,http://www.goondiwindirc.qld.gov.au,goondiwindi_regional_council/lachlan_brennan,,,,,
David Turner,,,,Goondiwindi Regional Council,http://www.goondiwindirc.qld.gov.au,goondiwindi_regional_council/david_turner,,,,,
Joan White,,,,Goondiwindi Regional Council,http://www.goondiwindirc.qld.gov.au,goondiwindi_regional_council/joan_white,,,,,
Rick McDougall,,,,Goondiwindi Regional Council,http://www.goondiwindirc.qld.gov.au,goondiwindi_regional_council/rick_mcdougall,,,,,
Rick Kearney,,,,Goondiwindi Regional Council,http://www.goondiwindirc.qld.gov.au,goondiwindi_regional_council/rick_kearney,,,,,
Rob MacKenzie,,,,Goondiwindi Regional Council,http://www.goondiwindirc.qld.gov.au,goondiwindi_regional_council/rob_mackenzie,,,,,
Mick Curran,,,mayor,Gympie Regional Council,http://www.gympie.qld.gov.au,gympie_regional_council/mick_curran,,,,,
Bob Leitch,,,,Gympie Regional Council,http://www.gympie.qld.gov.au,gympie_regional_council/bob_leitch,,,,,
Glen Hartwig,,,,Gympie Regional Council,http://www.gympie.qld.gov.au,gympie_regional_council/glen_hartwig,,,,,
Mal Gear,,,,Gympie Regional Council,http://www.gympie.qld.gov.au,gympie_regional_council/mal_gear,,,,,
Daryl Dodt,,,,Gympie Regional Council,http://www.gympie.qld.gov.au,gympie_regional_council/daryl_dodt,,,,,
Dan Stewart,,,,Gympie Regional Council,http://www.gympie.qld.gov.au,gympie_regional_council/dan_stewart,,,,,
Hilary Smerdon,,,,Gympie Regional Council,http://www.gympie.qld.gov.au,gympie_regional_council/hilary_smerdon,,,,,
James Cochrane,,,,Gympie Regional Council,http://www.gympie.qld.gov.au,gympie_regional_council/james_cochrane,,,,,
Mark McDonald,,,,Gympie Regional Council,http://www.gympie.qld.gov.au,gympie_regional_council/mark_mcdonald,,,,,
Ramon Jayo,,,mayor,Hinchinbrook Shire Council,http://www.hinchinbrook.qld.gov.au,hinchinbrook_shire_council/ramon_jayo,,,,,
Maria Bosworth,,,,Hinchinbrook Shire Council,http://www.hinchinbrook.qld.gov.au,hinchinbrook_shire_council/maria_bosworth,,,,,
Mary Brown,,,,Hinchinbrook Shire Council,http://www.hinchinbrook.qld.gov.au,hinchinbrook_shire_council/mary_brown,,,,,
Andrew Lancini,,,,Hinchinbrook Shire Council,http://www.hinchinbrook.qld.gov.au,hinchinbrook_shire_council/andrew_lancini,,,,,
Kate Milton,,,,Hinchinbrook Shire Council,http://www.hinchinbrook.qld.gov.au,hinchinbrook_shire_council/kate_milton,,,,,
Marc Tack,,,,Hinchinbrook Shire Council,http://www.hinchinbrook.qld.gov.au,hinchinbrook_shire_council/marc_tack,,,,,
Wallis (Wally) Skinner,,,,Hinchinbrook Shire Council,http://www.hinchinbrook.qld.gov.au,hinchinbrook_shire_council/wallis_(wally)_skinner,,,,,
Barry Bowen,,,,Hope Vale Aboriginal Shire Council,http://www.hopevale.qld.gov.au,hope_vale_aboriginal_shire_council/barry_bowen,,,,,
Selina Bowen,,,,Hope Vale Aboriginal Shire Council,http://www.hopevale.qld.gov.au,hope_vale_aboriginal_shire_council/selina_bowen,,,,,
Bruce Gibson,,,,Hope Vale Aboriginal Shire Council,http://www.hopevale.qld.gov.au,hope_vale_aboriginal_shire_council/bruce_gibson,,,,,
Greg McLean,,,mayor,Hope Vale Aboriginal Shire Council,http://www.hopevale.qld.gov.au,hope_vale_aboriginal_shire_council/greg_mclean,,,,,
June Pearson,,,,Hope Vale Aboriginal Shire Council,http://www.hopevale.qld.gov.au,hope_vale_aboriginal_shire_council/june_pearson,,,,,
Paul Pisasale,,,mayor,Ipswich City Council,http://www.ipswich.qld.gov.au,ipswich_city_council/paul_pisasale,ppisasale@ipswich.qld.gov.au,http://www.ipswich.qld.gov.au/__data/assets/image/0015/9222/paulp_08.jpg,,http://www.ipswich.qld.gov.au/about_council/mayor_and_councillors/mayor,
Kerry Silver,,,,Ipswich City Council,http://www.ipswich.qld.gov.au,ipswich_city_council/kerry_silver,ksilver@ipswich.qld.gov.au,,,http://www.ipswich.qld.gov.au/about_council/mayor_and_councillors/division_3,Division 3
Kylie Stoneman,,,,Ipswich City Council,http://www.ipswich.qld.gov.au,ipswich_city_council/kylie_stoneman,kstoneman@ipswich.qld.gov.au,http://www.ipswich.qld.gov.au/__data/assets/image/0003/61338/kylie-stoneman.jpg,,http://www.ipswich.qld.gov.au/about_council/mayor_and_councillors/division_4,Division 4
Wayne Wendt,,,,Ipswich City Council,http://www.ipswich.qld.gov.au,ipswich_city_council/wayne_wendt,wwendt@ipswich.qld.gov.au,,,http://www.ipswich.qld.gov.au/about_council/mayor_and_councillors/division_5,Division 5
Andrew Antoniolli,,,,Ipswich City Council,http://www.ipswich.qld.gov.au,ipswich_city_council/andrew_antoniolli,aantoniolli@ipswich.qld.gov.au,http://www.ipswich.qld.gov.au/__data/assets/image/0008/7559/crandrewantoniolli.jpg,,http://www.ipswich.qld.gov.au/about_council/mayor_and_councillors/division_7,Division 7
Charlie Pisasale,,,,Ipswich City Council,http://www.ipswich.qld.gov.au,ipswich_city_council/charlie_pisasale,cpisasale@ipswich.qld.gov.au,http://www.ipswich.qld.gov.au/__data/assets/image/0018/8073/cr-charlie-pisasale.jpg,,http://www.ipswich.qld.gov.au/about_council/mayor_and_councillors/division_8,Division 8
Cheryl Anne Bromage,,,,Ipswich City Council,http://www.ipswich.qld.gov.au,ipswich_city_council/cheryl_anne_bromage,cbromage@ipswich.qld.gov.au,http://www.ipswich.qld.gov.au/__data/assets/image/0018/60435/Clr-Bromage-Pic.jpg,,http://www.ipswich.qld.gov.au/about_council/mayor_and_councillors/division_6,Division 6
David Pahlke,,,,Ipswich City Council,http://www.ipswich.qld.gov.au,ipswich_city_council/david_pahlke,dpahlke@ipswich.qld.gov.au,http://www.ipswich.qld.gov.au/__data/assets/image/0008/9764/cr_david_pahlke-_portrait.jpg,,http://www.ipswich.qld.gov.au/about_council/mayor_and_councillors/division_10,Division 10
David Morrison,,,,Ipswich City Council,http://www.ipswich.qld.gov.au,ipswich_city_council/david_morrison,dmorrison@ipswich.qld.gov.au,http://www.ipswich.qld.gov.au/__data/assets/image/0012/10542/cr_david_morrison2.jpg,,http://www.ipswich.qld.gov.au/about_council/mayor_and_councillors/division_1,Division 1
Paul Tully,,,,Ipswich City Council,http://www.ipswich.qld.gov.au,ipswich_city_council/paul_tully,ptully@ipswich.qld.gov.au,http://www.ipswich.qld.gov.au/__data/assets/image/0008/9692/cr_paul_tully.jpg,,http://www.ipswich.qld.gov.au/about_council/mayor_and_councillors/division_2,Division 2
Sheila Ireland,,,,Ipswich City Council,http://www.ipswich.qld.gov.au,ipswich_city_council/sheila_ireland,SIreland@ipswich.qld.gov.au,http://www.ipswich.qld.gov.au/__data/assets/image/0016/8431/cr_sheila_ireland.jpg,,http://www.ipswich.qld.gov.au/about_council/mayor_and_councillors/division_9,Division 9
Anne Baker,,,mayor,Isaac Regional Council,http://www.isaac.qld.gov.au,isaac_regional_council/anne_baker,,,,,
Lynette (Lyn) Jones,,,,Isaac Regional Council,http://www.isaac.qld.gov.au,isaac_regional_council/lynette_(lyn)_jones,,,,,
Dale Appleton,,,,Isaac Regional Council,http://www.isaac.qld.gov.au,isaac_regional_council/dale_appleton,,,,,
Delville (Nick) Wheeler,,,,Isaac Regional Council,http://www.isaac.qld.gov.au,isaac_regional_council/delville_(nick)_wheeler,,,,,
Geoffrey Bethel,,,,Isaac Regional Council,http://www.isaac.qld.gov.au,isaac_regional_council/geoffrey_bethel,,,,,
Gina Lacey,,,,Isaac Regional Council,http://www.isaac.qld.gov.au,isaac_regional_council/gina_lacey,,,,,
Jane Pickels,,,,Isaac Regional Council,http://www.isaac.qld.gov.au,isaac_regional_council/jane_pickels,,,,,
Kelly Vea Vea,,,,Isaac Regional Council,http://www.isaac.qld.gov.au,isaac_regional_council/kelly_vea_vea,,,,,
Peter Freeleagus,,,,Isaac Regional Council,http://www.isaac.qld.gov.au,isaac_regional_council/peter_freeleagus,,,,,
Michael Yam,,,mayor,Kowanyama Aboriginal Shire Council,http://www.kowanyama.qld.gov.au,kowanyama_aboriginal_shire_council/michael_yam,,,,,
Territa Dick,,,,Kowanyama Aboriginal Shire Council,http://www.kowanyama.qld.gov.au,kowanyama_aboriginal_shire_council/territa_dick,,,,,
John Fry,,,,Kowanyama Aboriginal Shire Council,http://www.kowanyama.qld.gov.au,kowanyama_aboriginal_shire_council/john_fry,,,,,
Colin Lawrence,,,,Kowanyama Aboriginal Shire Council,http://www.kowanyama.qld.gov.au,kowanyama_aboriginal_shire_council/colin_lawrence,,,,,
Wendy Wust,,,,Kowanyama Aboriginal Shire Council,http://www.kowanyama.qld.gov.au,kowanyama_aboriginal_shire_council/wendy_wust,,,,,
Bill Ludwig,,,mayor,Livingstone Shire Council,http://www.livingstone.qld.gov.au,livingstone_shire_council/bill_ludwig,,,,,
Adam Belot,,,,Livingstone Shire Council,http://www.livingstone.qld.gov.au,livingstone_shire_council/adam_belot,,,,,
Glenda Mather,,,,Livingstone Shire Council,http://www.livingstone.qld.gov.au,livingstone_shire_council/glenda_mather,,,,,
Graham Scott,,,,Livingstone Shire Council,http://www.livingstone.qld.gov.au,livingstone_shire_council/graham_scott,,,,,
Jan Kelly,,,,Livingstone Shire Council,http://www.livingstone.qld.gov.au,livingstone_shire_council/jan_kelly,,,,,
Nigel Hutton,,,,Livingstone Shire Council,http://www.livingstone.qld.gov.au,livingstone_shire_council/nigel_hutton,,,,,
Tom Wyatt,,,,Livingstone Shire Council,http://www.livingstone.qld.gov.au,livingstone_shire_council/tom_wyatt,,,,,
Wayne Butcher,,,mayor,Lockhart River Aboriginal Shire Council,http://www.lockhart.qld.gov.au,lockhart_river_aboriginal_shire_council/wayne_butcher,,,,,
Marshall Symonds,,,,Lockhart River Aboriginal Shire Council,http://www.lockhart.qld.gov.au,lockhart_river_aboriginal_shire_council/marshall_symonds,,,,,
Dorothy Hobson,,,,Lockhart River Aboriginal Shire Council,http://www.lockhart.qld.gov.au,lockhart_river_aboriginal_shire_council/dorothy_hobson,,,,,
Norman Bally,,,,Lockhart River Aboriginal Shire Council,http://www.lockhart.qld.gov.au,lockhart_river_aboriginal_shire_council/norman_bally,,,,,
Paul Piva,,,,Lockhart River Aboriginal Shire Council,http://www.lockhart.qld.gov.au,lockhart_river_aboriginal_shire_council/paul_piva,,,,,
Steve Jones,,,mayor,Lockyer Valley Regional Council,http://www.lockyervalley.qld.gov.au,lockyer_valley_regional_council/steve_jones,,,,,
Michael Hagan,,,,Lockyer Valley Regional Council,http://www.lockyervalley.qld.gov.au,lockyer_valley_regional_council/michael_hagan,,,,,
Jason Cook,,,,Lockyer Valley Regional Council,http://www.lockyervalley.qld.gov.au,lockyer_valley_regional_council/jason_cook,,,,,
Chris Wilson,,,,Lockyer Valley Regional Council,http://www.lockyervalley.qld.gov.au,lockyer_valley_regional_council/chris_wilson,,,,,
Janice Holstein,,,,Lockyer Valley Regional Council,http://www.lockyervalley.qld.gov.au,lockyer_valley_regional_council/janice_holstein,,,,,
Jim McDonald,,,,Lockyer Valley Regional Council,http://www.lockyervalley.qld.gov.au,lockyer_valley_regional_council/jim_mcdonald,,,,,
Kathy McLean,,,,Lockyer Valley Regional Council,http://www.lockyervalley.qld.gov.au,lockyer_valley_regional_council/kathy_mclean,,,,,
Luke Smith,,,mayor,Logan City Council,http://www.logan.qld.gov.au,logan_city_council/luke_smith,mayor@logan.qld.gov.au,,,http://www.logan.qld.gov.au/about-council/mayor-and-councillors/councillors,
Laurie Koranski,,,,Logan City Council,http://www.logan.qld.gov.au,logan_city_council/laurie_koranski,lauriekoranski@logan.qld.gov.au,,,http://www.logan.qld.gov.au/about-council/mayor-and-councillors/councillors,Division 4
Jon Raven,,,,Logan City Council,http://www.logan.qld.gov.au,logan_city_council/jon_raven,jonraven@logan.qld.gov.au,,,http://www.logan.qld.gov.au/about-council/mayor-and-councillors/councillors,Division 5
